,0,1,2
9043,mostly-true,"Says Rep. Bruce Braley, D-Iowa, missed ""79 percent of veterans affairs committee hearings.""","By Lauren Carroll • July 30, 2014"
9044,mostly-true,"""Women in Florida make 83 cents for every dollar a man makes.""","By Joshua Gillin • July 30, 2014"
9045,pants-fire,"""I'm not a conspiracy theorist and I never allow conspiracy theorists on my program.""","By Katie Sanders • July 30, 2014"
9046,pants-fire,"""We know how to stop AIDS: persuade men not to have sex with men.""","By Katie Sanders • July 30, 2014"
9047,false,"Twenty percent of single adults, ages 21 to 25 with no kids, ""are not working or even in school trying to find a job.""","By Tom Kertscher • July 30, 2014"
9048,mostly-true,"""97 percent of the 100 poorest counties in America are in red states.""","By Louis Jacobson • July 29, 2014"
9049,pants-fire,"""We’ve had about 3,000 murders"" in connection with lax border security.","By W. Gardner Selby • July 29, 2014"
9050,barely-true,"Says Mark Pryor ""continues to insist"" that Obamacare is ""an amazing success.""","By Lauren Carroll • July 29, 2014"
9051,half-true,"The Obama administration's policies ""have reduced minority dropout rate by 25 percent.""","By Louis Jacobson • July 29, 2014"
9052,mostly-true,"The United States is the leading nation in the world ""with the highest amount of doubt about the conventional wisdom of climate change.""","By Linda Qiu • July 29, 2014"
9053,half-true,"""Having an active father makes children 98 percent more likely to graduate from college.""","By Amy Sherman • July 29, 2014"
9054,barely-true,"Milwaukee County taxpayers paid $370,000 to settle a lawsuit over a decision by Sheriff David A. Clarke Jr. to use ""untrained corrections officers"" rather than deputies to patrol the lakefront.","By James B. Nelson • July 29, 2014"
9055,false,"Says Jason Carter has ""gotten David Axelrod to come down and be his campaign advisor.""","By Nancy Badertscher • July 29, 2014"
9056,mostly-true,"""By some estimates, as few as 2 percent of the 50,000 (Central American) children who have crossed the border illegally this year have been sent home.""","By Steve Contorno • July 28, 2014"
9057,false,"The state of New York is the ""worst in the nation in economic recovery.""","By Louis Jacobson • July 28, 2014"
9058,half-true,"The states that are doing ""better"" are the ones that have no state income tax.","By Derek Tsang • July 28, 2014"
9059,mostly-true,"""(Mary) Burke’s company,"" Trek Bicycles, ""makes 99% of their bikes overseas.""","By Dave Umhoefer • July 28, 2014"
9060,half-true,Brookhaven homeowners pay hundreds of dollars less in property taxes compared with owners of the same-value homes in unincorporated DeKalb County.,"By April Hunt • July 28, 2014"
9061,mostly-true,"Russia ""has an economy the size of Italy.""","By Lauren Carroll • July 27, 2014"
9062,half-true,"""The best evidence is that you lose -- if you use marijuana as a teenager regularly -- eight IQ points.""","By Jon Greenberg • July 27, 2014"
9063,false,"""We have a 40 to 50 percent dropout rate in our inner-city schools.""","By W. Gardner Selby • July 27, 2014"
9064,false,"""The fundraising numbers are in, and our grassroots support is unmatched!""","By Dave Umhoefer • July 27, 2014"
9065,false,"""The increase in the garbage tax that [Mayor Allan Fung] imposed in Cranston for some people has been as much as $200.""","By Karen Lee Ziner • July 27, 2014"
9066,false,"Oregon ""is the most trade-dependent state in the nation""","By Bill Adair • July 25, 2014"
9067,half-true,"Says Rick Scott cut ""Bright Futures scholarships in half.""","By Amy Sherman • July 25, 2014"
9068,mostly-true,"A tax plan promoted by North Carolina Senate candidate Thom Tillis will ""overwhelmingly benefit the wealthy.""","By Lauren Carroll • July 25, 2014"
9069,half-true,"Says a 9-year-old girl was recently raped in Austin, Texas, by a guy previously ""caught four times and released.""","By W. Gardner Selby • July 25, 2014"
9070,false,"Governing magazine has ""estimated that in the states that don’t expand Medicaid, a minimum, they said of 40 percent of rural hospitals will close in those states...""","By Sean Gorman • July 25, 2014"
9071,false,Says Common Core is a federal mandate.,"By Tom Kertscher • July 25, 2014"
9072,mostly-true,"U.S. Senate candidate Michelle Nunn ""earned as much as $300,000 running a nonprofit that had laid off 90 workers.""","By Nancy Badertscher • July 25, 2014"
9073,false,"Under President Ronald Reagan, illegal immigrants ""were not pouring in like"" they are now.","By Jon Greenberg • July 24, 2014"
9074,mostly-true,"""Ninety percent"" of people living in Gaza ""don’t have access even to water.""","By Derek Tsang • July 24, 2014"
9075,half-true,"Between June 30 and July 10, CNN interviewed ""17 Israeli public officials versus one"" Palestinian official.","By Linda Qiu • July 24, 2014"
9076,barely-true,"""With Rick Scott, there are more funds for preschool education.""","By Amy Sherman • July 24, 2014"
9077,mostly-true,The U.S. Court of Appeals for the Fourth Circuit compared the health care law to buying a pepperoni and ham pizza from Domino's or Pizza Hut.,"By Steve Contorno • July 24, 2014"
9078,barely-true,"""There were 36 states where Republicans who were in charge refused to implement a state (health insurance) exchange.""","By Molly O'Connor • July 24, 2014"
9079,false,"""Last year, I was involved with an effort to to help prosecutors get their first pay raise in more than 10 years.""","By Tom Kertscher • July 24, 2014"
9080,half-true,"""If you look at what we’ve done over the last several years, the crime rate has actually gone down in [Providence] and . . . the number of shootings has been going down.""","By C. Eugene Emery Jr. • July 24, 2014"
9081,false,"When the New Hampshire Legislature raised the gasoline tax, gas prices in the state were ""skyrocketing.""","By Louis Jacobson • July 23, 2014"
9082,mostly-true,"""We are 49th in the nation for our graduation rate""","By Dana Tims • July 23, 2014"
9083,pants-fire,"More than 3,000 homicides were committed by ""illegal aliens"" over the past six years.","By W. Gardner Selby • July 23, 2014"
9084,mostly-true,"""We've recovered (from the recession) faster and come farther than almost any other advanced country on Earth.""","By Lauren Carroll • July 23, 2014"
9085,barely-true,"Obama’s 2012 policy on younger immigrants ""created these children coming across"" the border.","By Jon Greenberg • July 23, 2014"
9086,mostly-true,"""Tourism and retirees are the dominant economic engines in our state.""","By Amy Sherman • July 23, 2014"
9087,barely-true,"Says a new report shows the ""devastating tax hikes (in the health care law) will have on middle-class Kentuckians.""","By Steve Contorno • July 23, 2014"
9088,half-true,"""Right now, one third of all illegal aliens are going to California.""","By Linda Qiu • July 23, 2014"
9089,half-true,"""I’m running the second-largest county district attorney’s office … at 1985 staffing levels.""","By Tom Kertscher • July 23, 2014"
9090,mostly-true,"Under Gov. Tom Corbett, ""Pennsylvania ranks 49th in job creation.""","By Louis Jacobson • July 22, 2014"
9091,mostly-true,"Florida has the ""third most-regressive tax"" structure.","By Amy Sherman • July 22, 2014"
9092,barely-true,76 percent of doctors support the use of medical marijuana,"By Dana Tims • July 22, 2014"
9093,barely-true,"Compared to President Obama, ""President Reagan rushed home from Santa Barbara vacation, from the Reagan ranch when the Korean jetliner was shot out of the air by the Russians.""","By Jon Greenberg • July 21, 2014"
9094,half-true,"""Literally, by the time a child is 18 years of age, they've killed over 100,000 people in video games and other online things.""","By Linda Qiu • July 21, 2014"
9095,false,"The number of jobs created and people lifted out of poverty during Bill Clinton’s presidency was ""a hundred times"" what it was under President Ronald Reagan.","By Louis Jacobson • July 21, 2014"
9096,mostly-true,"There are fewer wars, there are fewer people dying in wars ""now than there have been in quite some time.""","By Derek Tsang • July 21, 2014"
9097,pants-fire,"Says former Federal Reserve Chairman Alan Greenspan said that ""if the workers are more insecure, that's very healthy for the society"" because ""they'll serve the masters gladly and passively.""","By Louis Jacobson • July 21, 2014"
9098,no-flip,On immigration reform,"By Nancy Madsen • July 21, 2014"
9099,mostly-true,"""The so-called defense minister of the People's Republic of Donetsk ... actually posted a bragging social media posting of having shot down a military transport. And then when it became apparent it was civilian, they pulled it down from social media.""","By Lauren Carroll • July 20, 2014"
9100,barely-true,The Obama Administration is suing a Wisconsin company for forcing employees to speak English.,"By James B. Nelson • July 20, 2014"
9101,false,"Obamacare ""already has caused millions of hardworking Virginians to lose their health insurance.""","By Sean Gorman • July 20, 2014"
9102,true,"There are ""approximately 20,000 annual gun purchases in Rhode Island.""","By Karen Lee Ziner • July 20, 2014"
9103,half-true,"Jeff Mann has an ethics complaint against him alleging he used county workers for campaign work, which is an indictable offense.","By April Hunt • July 19, 2014"
9104,half-true,DeKalb County has been recognized in recent years as having one the best sheriff’s departments in the nation.,"By April Hunt • July 19, 2014"
9105,false,"In Oregon, 12,808 people were arrested for marijuana-related crimes in 2012.","By Ian K. Kullgren • July 18, 2014"
9106,true,"""More women are graduating from college now than men.""","By Molly O'Connor • July 18, 2014"
9107,pants-fire,"Amid the ""crisis at our southern border,"" there are ""reports of illegal migrants carrying deadly diseases such as … Ebola virus.""","By Louis Jacobson • July 18, 2014"
9108,barely-true,"""For the first time in history, (Thor’s) hammer is being held by a woman.""","By Katie Sanders • July 18, 2014"
